query_id,category,query,method,method_display,Precision@5,Recall@10,MRR@10,nDCG@10,relevant_judgments,strong_judgments,top_result_id,top_result_label,top10_relevant_hits,top10_strong_hits
EM08,emotion_mood,"after being ignored and underestimated for years, a character develops a quiet resentment that they hide behind patient and respectful behavior",bm25,BM25,1.0000,0.2041,1.0000,1.0000,49,0,22757-8_chunk_000205,1,10,0
EM08,emotion_mood,"after being ignored and underestimated for years, a character develops a quiet resentment that they hide behind patient and respectful behavior",dense_flat,Dense FAISS Flat,1.0000,0.1837,1.0000,0.9216,49,0,9439-0_chunk_000170,1,9,0
EM08,emotion_mood,"after being ignored and underestimated for years, a character develops a quiet resentment that they hide behind patient and respectful behavior",dense_ann,Dense FAISS ANN,0.8000,0.1837,1.0000,0.8900,49,0,4309-0_chunk_000228,1,9,0
EM08,emotion_mood,"after being ignored and underestimated for years, a character develops a quiet resentment that they hide behind patient and respectful behavior",hybrid_rrf,Hybrid RRF,1.0000,0.2041,1.0000,1.0000,49,0,22757-8_chunk_000205,1,10,0
SS01,semantic_scene,rivals become allies,bm25,BM25,1.0000,0.2045,1.0000,0.4871,44,6,16653-8_chunk_000319,1,9,2
SS01,semantic_scene,rivals become allies,dense_flat,Dense FAISS Flat,1.0000,0.2273,1.0000,0.4074,44,6,43598-8_chunk_000229,1,10,0
SS01,semantic_scene,rivals become allies,dense_ann,Dense FAISS ANN,1.0000,0.2273,1.0000,0.4592,44,6,43598-8_chunk_000229,1,10,1
SS01,semantic_scene,rivals become allies,hybrid_rrf,Hybrid RRF,1.0000,0.2273,1.0000,0.4074,44,6,43598-8_chunk_000229,1,10,0
SS02,semantic_scene,homecoming changes everything,bm25,BM25,1.0000,0.2174,1.0000,0.5844,46,3,34156-8_chunk_000041,1,10,1
SS02,semantic_scene,homecoming changes everything,dense_flat,Dense FAISS Flat,1.0000,0.1957,1.0000,0.4781,46,3,34944-8_chunk_000075,1,9,0
SS02,semantic_scene,homecoming changes everything,dense_ann,Dense FAISS ANN,0.8000,0.1957,1.0000,0.4721,46,3,34944-8_chunk_000075,1,9,0
SS02,semantic_scene,homecoming changes everything,hybrid_rrf,Hybrid RRF,1.0000,0.2174,1.0000,0.5160,46,3,34156-8_chunk_000041,1,10,0
SS03,semantic_scene,someone returns home and finds their family completely changed,bm25,BM25,1.0000,0.2381,1.0000,0.6944,42,1,58534-8_chunk_000090,1,10,0
SS03,semantic_scene,someone returns home and finds their family completely changed,dense_flat,Dense FAISS Flat,0.8000,0.2143,1.0000,0.5979,42,1,10149-8_chunk_000395,1,9,0
SS03,semantic_scene,someone returns home and finds their family completely changed,dense_ann,Dense FAISS ANN,0.8000,0.2143,1.0000,0.5979,42,1,10149-8_chunk_000395,1,9,0
SS03,semantic_scene,someone returns home and finds their family completely changed,hybrid_rrf,Hybrid RRF,0.8000,0.2143,1.0000,0.6179,42,1,10149-8_chunk_000395,1,9,0
SS04,semantic_scene,an investigator starts doubting a witness they used to trust,bm25,BM25,0.8000,0.1944,1.0000,0.7779,36,0,36506-8_chunk_000184,1,7,0
SS04,semantic_scene,an investigator starts doubting a witness they used to trust,dense_flat,Dense FAISS Flat,1.0000,0.2500,1.0000,0.9364,36,0,17041-8_chunk_000069,1,9,0
SS04,semantic_scene,an investigator starts doubting a witness they used to trust,dense_ann,Dense FAISS ANN,1.0000,0.2500,1.0000,0.9337,36,0,17041-8_chunk_000069,1,9,0
SS04,semantic_scene,an investigator starts doubting a witness they used to trust,hybrid_rrf,Hybrid RRF,1.0000,0.2778,1.0000,1.0000,36,0,17041-8_chunk_000072,1,10,0
SS05,semantic_scene,a young person leaves home and learns to make independent decisions,bm25,BM25,0.6000,0.1750,0.5000,0.3456,40,7,57359-0_chunk_000275,0,7,1
SS05,semantic_scene,a young person leaves home and learns to make independent decisions,dense_flat,Dense FAISS Flat,1.0000,0.2500,1.0000,0.3844,40,7,38194-8_chunk_000737,1,10,0
SS05,semantic_scene,a young person leaves home and learns to make independent decisions,dense_ann,Dense FAISS ANN,1.0000,0.2500,1.0000,0.4887,40,7,38194-8_chunk_000737,1,10,2
SS05,semantic_scene,a young person leaves home and learns to make independent decisions,hybrid_rrf,Hybrid RRF,0.8000,0.2000,1.0000,0.3902,40,7,38194-8_chunk_000737,1,8,1
SS06,semantic_scene,someone discovers that a peaceful society is built on hidden suffering,bm25,BM25,1.0000,0.2564,1.0000,0.6267,39,5,53534-0_chunk_000193,2,10,1
SS06,semantic_scene,someone discovers that a peaceful society is built on hidden suffering,dense_flat,Dense FAISS Flat,1.0000,0.2564,1.0000,0.5482,39,5,30326-8_chunk_000111,1,10,2
SS06,semantic_scene,someone discovers that a peaceful society is built on hidden suffering,dense_ann,Dense FAISS ANN,1.0000,0.2564,1.0000,0.5482,39,5,30326-8_chunk_000111,1,10,2
SS06,semantic_scene,someone discovers that a peaceful society is built on hidden suffering,hybrid_rrf,Hybrid RRF,1.0000,0.2564,1.0000,0.5560,39,5,30326-8_chunk_000111,1,10,1
SS07,semantic_scene,"two people finally understand that years of pride and misunderstanding kept them apart, and they decide to repair their relationship",bm25,BM25,0.8000,0.2093,0.5000,0.4024,43,3,41584-0_chunk_000125,0,9,0
SS07,semantic_scene,"two people finally understand that years of pride and misunderstanding kept them apart, and they decide to repair their relationship",dense_flat,Dense FAISS Flat,1.0000,0.2326,1.0000,0.7431,43,3,20861-8_chunk_000064,2,10,1
SS07,semantic_scene,"two people finally understand that years of pride and misunderstanding kept them apart, and they decide to repair their relationship",dense_ann,Dense FAISS ANN,1.0000,0.2326,1.0000,0.7431,43,3,20861-8_chunk_000064,2,10,1
SS07,semantic_scene,"two people finally understand that years of pride and misunderstanding kept them apart, and they decide to repair their relationship",hybrid_rrf,Hybrid RRF,0.8000,0.2093,1.0000,0.6715,43,3,20861-8_chunk_000064,2,9,1
SS08,semantic_scene,a ruler chooses to forgive a defeated enemy because continuing the conflict would cause more suffering for innocent people,bm25,BM25,1.0000,0.2143,1.0000,0.6434,42,1,54460-0_chunk_000446,1,9,0
SS08,semantic_scene,a ruler chooses to forgive a defeated enemy because continuing the conflict would cause more suffering for innocent people,dense_flat,Dense FAISS Flat,1.0000,0.2381,1.0000,0.8260,42,1,38806-8_chunk_000042,1,10,1
SS08,semantic_scene,a ruler chooses to forgive a defeated enemy because continuing the conflict would cause more suffering for innocent people,dense_ann,Dense FAISS ANN,1.0000,0.2381,1.0000,0.6944,42,1,38806-8_chunk_000042,1,10,0
SS08,semantic_scene,a ruler chooses to forgive a defeated enemy because continuing the conflict would cause more suffering for innocent people,hybrid_rrf,Hybrid RRF,1.0000,0.2381,1.0000,0.7962,42,1,38806-8_chunk_000042,1,10,1
